"filename","processname","lastruntime","processpath","runcount","filesize","foldercreatedtime","foldermodifiedtime"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691748080","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691747606","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691747077","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691746799","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691746567","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691746252","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691745610","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AGENT_VS2019.EXE-E0E8755C.pf","AGENT_VS2019.EXE","1691745246","C:\JAMES\EDETECTORWINDOWSAGENT_VS2019\X64\DEBUG\AGENT_VS2019.EXE","3","17188","1691651257","1691748091"
﻿"AM_DELTA_PATCH_1.395.30.0.EXE-A137D83C.pf","AM_DELTA_PATCH_1.395.30.0.EXE","1691655743","C:\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.395.30.0.EXE","0","2006","1691655753","1691655753"
﻿"AM_DELTA_PATCH_1.395.85.0.EXE-576DC066.pf","AM_DELTA_PATCH_1.395.85.0.EXE","1691667765","C:\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.395.85.0.EXE","0","1988","1691667775","1691667775"
﻿"AM_DELTA_PATCH_1.395.92.0.EXE-AB13E534.pf","AM_DELTA_PATCH_1.395.92.0.EXE","1691702549","C:\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.395.92.0.EXE","0","1990","1691702559","1691702559"
﻿"APPLICATIONFRAMEHOST.EXE-CCEEF759.pf","APPLICATIONFRAMEHOST.EXE","1691399110","C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE","3","22150","1688103746","1691399120"
﻿"APPLICATIONFRAMEHOST.EXE-CCEEF759.pf","APPLICATIONFRAMEHOST.EXE","1689319528","C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE","3","22150","1688103746","1691399120"
﻿"APPLICATIONFRAMEHOST.EXE-CCEEF759.pf","APPLICATIONFRAMEHOST.EXE","1688538281","C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE","3","22150","1688103746","1691399120"
﻿"APPLICATIONFRAMEHOST.EXE-CCEEF759.pf","APPLICATIONFRAMEHOST.EXE","1688140005","C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE","3","22150","1688103746","1691399120"
﻿"APPLICATIONFRAMEHOST.EXE-CCEEF759.pf","APPLICATIONFRAMEHOST.EXE","1688103736","C:\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE","3","22150","1688103746","1691399120"
﻿"ASM.EXE-AC87917B.pf","ASM.EXE","1691650412","C:\PROGRAM FILES\GO\PKG\TOOL\WINDOWS_AMD64\ASM.EXE","0","3189","1691650412","1691650412"
﻿"ASM.EXE-AC87917B.pf","ASM.EXE","1691650412","C:\PROGRAM FILES\GO\PKG\TOOL\WINDOWS_AMD64\ASM.EXE","0","3189","1691650412","1691650412"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691746591","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691746281","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691745258","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691744545","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691741404","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691734025","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691733553","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"AUDIODG.EXE-BDFD3029.pf","AUDIODG.EXE","1691732138","C:\WINDOWS\SYSTEM32\AUDIODG.EXE","0","7186","1691650353","1691746601"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691743937","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691733129","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691711519","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691700707","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691689900","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691679093","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691668285","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDDOWNLOAD.EXE-E535B18F.pf","BACKGROUNDDOWNLOAD.EXE","1691657476","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\INSTALLER\RESOURCES\APP\SERVICEHUB\SERVICES\MICROSOFT.VISUALSTUDIO.SETUP.SERVICE\BACKGROUNDDOWNLOAD.EXE","0","35211","1691657485","1691743946"
﻿"BACKGROUNDTASKHOST.EXE-31C7C076.pf","BACKGROUNDTASKHOST.EXE","1691744533","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","6857","1691744543","1691744543"
﻿"BACKGROUNDTASKHOST.EXE-9DBB2ABF.pf","BACKGROUNDTASKHOST.EXE","1691744533","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","9138","1691744543","1691744543"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691745981","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691742458","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691740027","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691736427","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691732919","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691729594","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691725139","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTASKHOST.EXE-A89D33B8.pf","BACKGROUNDTASKHOST.EXE","1691718446","C:\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE","4","13444","1688107297","1691745982"
﻿"BACKGROUNDTRANSFERHOST.EXE-46F7953F.pf","BACKGROUNDTRANSFERHOST.EXE","1691707098","C:\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE","4","13912","1691707108","1691707108"
﻿"BACKGROUNDTRANSFERHOST.EXE-CF5B50C1.pf","BACKGROUNDTRANSFERHOST.EXE","1691746952","C:\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE","4","10193","1691746950","1691746952"
﻿"BACKGROUNDTRANSFERHOST.EXE-CF5B50C1.pf","BACKGROUNDTRANSFERHOST.EXE","1691746952","C:\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE","4","10193","1691746950","1691746952"
﻿"BACKGROUNDTRANSFERHOST.EXE-CF5B50C1.pf","BACKGROUNDTRANSFERHOST.EXE","1691746951","C:\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE","4","10193","1691746950","1691746952"
﻿"BACKGROUNDTRANSFERHOST.EXE-CF5B50C1.pf","BACKGROUNDTRANSFERHOST.EXE","1691746950","C:\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE","4","10193","1691746950","1691746952"
﻿"CHXSMARTSCREEN.EXE-6E42C99B.pf","CHXSMARTSCREEN.EXE","1689836344","C:\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.APPREP.CHXAPP_CW5N1H2TXYEWY\CHXSMARTSCREEN.EXE","7","27491","1689836349","1689836349"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691748048","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691747821","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691747584","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691747300","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691747048","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691746754","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691746482","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-D1BE4FDF.pf","CL.EXE","1691746228","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CL.EXE","0","49179","1691650609","1691748059"
﻿"CL.EXE-E40D8D81.pf","CL.EXE","1691650158","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\VC\BIN\X86_AMD64\CL.EXE","0","17925","1691650163","1691650163"
﻿"CMD.EXE-4A81B364.pf","CMD.EXE","1691744194","C:\WINDOWS\SYSTEM32\CMD.EXE","0","2159","1691743415","1691744200"
﻿"CMD.EXE-4A81B364.pf","CMD.EXE","1691743413","C:\WINDOWS\SYSTEM32\CMD.EXE","0","2159","1691743415","1691744200"
﻿"CMD.EXE-AC113AA8.pf","CMD.EXE","1691650187","C:\WINDOWS\SYSWOW64\CMD.EXE","0","4145","1691650187","1691650187"
﻿"CODE-TUNNEL.EXE-091C160F.pf","CODE-TUNNEL.EXE","1691743416","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\BIN\CODE-TUNNEL.EXE","0","6111","1691743417","1691743417"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1691743391","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1690183646","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1690183647","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1690183647","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1689752920","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1689752908","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68CF.pf","CODE.EXE","1689672078","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","3","59031","1689672088","1691743401"
﻿"CODE.EXE-B18B68D0.pf","CODE.EXE","1691743400","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","18936","1691743410","1691743410"
﻿"CODE.EXE-B18B68D1.pf","CODE.EXE","1691743515","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","14972","1691743405","1691743515"
﻿"CODE.EXE-B18B68D1.pf","CODE.EXE","1691743395","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","14972","1691743405","1691743515"
﻿"CODE.EXE-B18B68D6.pf","CODE.EXE","1691743394","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","5670","1691743404","1691743404"
﻿"CODE.EXE-B18B68D7.pf","CODE.EXE","1691743409","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","31415","1691743406","1691743419"
﻿"CODE.EXE-B18B68D7.pf","CODE.EXE","1691743407","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","31415","1691743406","1691743419"
﻿"CODE.EXE-B18B68D7.pf","CODE.EXE","1691743408","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","31415","1691743406","1691743419"
﻿"CODE.EXE-B18B68D7.pf","CODE.EXE","1691743408","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","31415","1691743406","1691743419"
﻿"CODE.EXE-B18B68D7.pf","CODE.EXE","1691743396","C:\USERS\TEST\APPDATA\LOCAL\PROGRAMS\MICROSOFT VS CODE\CODE.EXE","0","31415","1691743406","1691743419"
﻿"CODESETUP-STABLE-6C3E3DBA23E8-4DFD8257.pf","CODESETUP-STABLE-6C3E3DBA23E8","1691743443","C:\USERS\TEST\APPDATA\LOCAL\TEMP\IS-PL82Q.TMP\CODESETUP-STABLE-6C3E3DBA23E8FADC360AED75CE363BA185C49794.TMP","0","46404","1691743450","1691743450"
﻿"CODESETUP-STABLE-6C3E3DBA23E8-CAC600D4.pf","CODESETUP-STABLE-6C3E3DBA23E8","1691743442","C:\USERS\TEST\APPDATA\LOCAL\TEMP\VSCODE-STABLE-USER-X64\CODESETUP-STABLE-6C3E3DBA23E8FADC360AED75CE363BA185C49794.EXE","0","6216","1691743452","1691743452"
﻿"CODESETUP-STABLE-74F6148EB9EA-B3D5EDD7.pf","CODESETUP-STABLE-74F6148EB9EA","1689672132","C:\USERS\TEST\APPDATA\LOCAL\TEMP\IS-G6L1B.TMP\CODESETUP-STABLE-74F6148EB9EA00507EC113EC51C489D6FFB4B771.TMP","3","42719","1689672137","1689672137"
﻿"COMPATTELRUNNER.EXE-DB97728F.pf","COMPATTELRUNNER.EXE","1691703121","C:\WINDOWS\SYSTEM32\COMPATTELRUNNER.EXE","0","2970","1691703131","1691703131"
﻿"COMPILE.EXE-91B511F3.pf","COMPILE.EXE","1691650412","C:\PROGRAM FILES\GO\PKG\TOOL\WINDOWS_AMD64\COMPILE.EXE","0","3804","1691650412","1691650412"
﻿"COMPILE.EXE-91B511F3.pf","COMPILE.EXE","1691650412","C:\PROGRAM FILES\GO\PKG\TOOL\WINDOWS_AMD64\COMPILE.EXE","0","3804","1691650412","1691650412"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691747820","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691747582","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691747458","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691747291","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691747046","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691746919","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691746668","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONHOST.EXE-1F3E9D7E.pf","CONHOST.EXE","1691746417","C:\WINDOWS\SYSTEM32\CONHOST.EXE","0","4023","1688103824","1691747823"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1691650342","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1691564021","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1691399555","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1689836943","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1689836719","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1689833020","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1689832037","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CONSENT.EXE-531BD9EA.pf","CONSENT.EXE","1689755061","C:\WINDOWS\SYSTEM32\CONSENT.EXE","3","59213","1688103764","1691650349"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691748076","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691747841","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691747603","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691747320","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691747069","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691746775","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691746505","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-4CA4C93F.pf","CVTRES.EXE","1691746248","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\VC\TOOLS\MSVC\14.29.30133\BIN\HOSTX86\X64\CVTRES.EXE","0","5404","1691650610","1691748077"
﻿"CVTRES.EXE-7BB60D38.pf","CVTRES.EXE","1691650185","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\VC\BIN\CVTRES.EXE","0","3511","1691650185","1691650185"
﻿"DEFRAG.EXE-588F90AD.pf","DEFRAG.EXE","1691667691","C:\WINDOWS\SYSTEM32\DEFRAG.EXE","0","3900","1691667701","1691667701"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1691567447","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1691567432","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1690183681","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1688627974","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1688627695","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-6A489CAD.pf","DEVENV.EXE","1688627614","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO 11.0\COMMON7\IDE\DEVENV.EXE","3","100269","1688627624","1691567458"
﻿"DEVENV.EXE-91AC67D2.pf","DEVENV.EXE","1691650538","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\COMMON7\IDE\DEVENV.EXE","3","61555","1688365409","1691650540"
﻿"DEVENV.EXE-91AC67D2.pf","DEVENV.EXE","1691647199","C:\PROGRAM FILES (X86)\MICROSOFT VISUAL STUDIO\2019\COMMUNITY\COMMON7\IDE\DEVENV.EXE","3","61555","1688365409","1691650540"
