"name","caption","description","displayname","errorcontrol","pathname","processid","servicetype","started","startmode","startname","state","status","systemname"
ï»¿"VSS","Volume Shadow Copy","ºÞ²z¤Î°õ¦æ¥Î©ó³Æ¥÷©M¨ä¥L¥ØªºªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³±¼v½Æ»s±NµLªk¥Î©ó³Æ¥÷¡A³Æ¥÷¥i¯à·|¥¢±Ñ¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Volume Shadow Copy","Normal","C:\Windows\system32\vssvc.exe","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VSStandardCollectorService150","Visual Studio Standard Collector Service 150","Visual Studio Data Collection Service. When running, this service collects real-time ETW events and processes them.","Visual Studio Standard Collector Service 150","Ignore",""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"W32Time","Windows Time","ºûÅ@¦bºô¸ô¤W©Ò¦³¥Î¤áºÝ¤Î¦øªA¾¹ªº¸ê®Æ¤Î®É¶¡¦P¨B³B²z¡C¦pªG³o­ÓªA°È°±¤î¡A±NµLªk¶i¦æ¤é´Á©M®É¶¡¦P¨B³B²z¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A©Ò¦³¨Ì¦sªºªA°È³£·|°±¤î¡C","Windows Time","Normal","C:\Windows\system32\svchost.exe -k LocalService","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WaaSMedicSvc","Windows Update Medic ªA°È","±Ò¥Î Windows Update ¤¸¥óªº­×´_©M«OÅ@¡C","Windows Update Medic ªA°È","Normal","C:\Windows\system32\svchost.exe -k wusvcs -p","9388","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WalletService","WalletService","¸Ë¸ü¥Ñ¹q¤l¿ú¥]¤§¥Î¤áºÝ¨Ï¥Îªºª«¥ó","WalletService","Ignore","C:\Windows\System32\svchost.exe -k appmodel -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WarpJITSvc","WarpJITSvc","Provides a JIT out of process service for WARP when running with ACG enabled.","WarpJITSvc","Ignore","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","0","Own Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wbengine","Block Level Backup Engine Service","WBENGINE ªA°È¥iÅý Windows ³Æ¥÷°õ¦æ³Æ¥÷¤Î­×´_¾Þ§@¡C¦pªG¨Ï¥ÎªÌ°±¤î¦¹ªA°È¡A¥i¯à·|¾É­P¥Ø«e¥¿¦b°õ¦æªº³Æ¥÷©Î­×´_¾Þ§@¥¢±Ñ¡C°±¥Î¦¹ªA°È¡A«h·|°±¥Î¦b³o³¡¹q¸£¤W¨Ï¥Î Windows ³Æ¥÷¶i¦æªº³Æ¥÷¤Î­×´_¾Þ§@¡C","Block Level Backup Engine Service","Normal",""C:\Windows\system32\wbengine.exe"","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WbioSrvc","Windows Biometric Service","Windows ¥Íª«¯S¼x¿ëÃÑ§OªA°È¥i¥HÅý¥Î¤áºÝÀ³¥Îµ{¦¡§ì¨ú¡B¤ñ¸û¡B¾ÞÁa¥H¤ÎÀx¦s¥Íª«¯S¼x¿ëÃÑ¸ê®Æ¡AµL¶·ª½±µ¦s¨ú¥ô¦ó¥Íª«¯S¼x¿ëÃÑµwÅé©Î¼Ë¥»¡CªA°È¬O¦b¨ã¯S®íÅv­­ªº SVCHOST ³B²zµ{§Ç¤¤¥NºÞªº¡C","Windows Biometric Service","Normal","C:\Windows\system32\svchost.exe -k WbioSvcGroup","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"Wcmsvc","Windows Connection Manager","¨Ì¾Ú PC ¥Ø«e¥i¥Îªººô¸ô³s½u¿ï¶µ«Ø¥ß¦Û°Ê³s½u/¤¤Â_³s½u¨Mµ¦¡A¨Ã¨Ì¾Ú¸s²Õ­ì«h³]©wºÞ²zºô¸ô³s½u¡C","Windows Connection Manager","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","1656","Own Process","Running","Auto","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"wcncsvc","Windows Connect Now - Config Registrar","WCNCSVC ¥D±± Windows Connect Now ³]©w¡A³o¬O Microsoft ªºµL½u¨ü«OÅ@³]©w (WPS) ³q°T¨ó©w¹ê§@¡C³o¬O¥Î¨Ó³]©w¦s¨úÂI (AP) ©ÎµL½u¸Ë¸mªºµL½u°Ï°ìºô¸ô³]©w¡C¥i¥H¨Ì»Ý­n§Q¥Îµ{¦¡³]­p¤è¦¡±Ò°ÊªA°È¡C","Windows Connect Now - Config Registrar","Normal","C:\Windows\System32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WdiServiceHost","Diagnostic Service Host","¶EÂ_­ì«hªA°È·|¨Ï¥Î¶EÂ_ªA°È¸Ë¸ü¡A¸Ë¸ü»Ý­n¦b¥»¾÷ªA°È¤º®e¤W°õ¦æªº¶EÂ_¡C¦pªG¦¹ªA°È¤w°±¤î¡A¨ä¤Wªº¥ô¦ó¶EÂ_±N¤£¦A²£¥Í§@¥Î¡C","Diagnostic Service Host","Normal","C:\Windows\System32\svchost.exe -k LocalService -p","3048","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WdiSystemHost","Diagnostic System Host","¶EÂ_­ì«hªA°È·|¨Ï¥Î¶EÂ_¨t²Î¸Ë¸ü¡A¸Ë¸ü»Ý­n¦b¥»¾÷¨t²Î¤º®e¤W°õ¦æªº¶EÂ_¡C¦pªG¦¹ªA°È¤w°±¤î¡A¨ä¤Wªº¥ô¦ó¶EÂ_±N¤£¦A²£¥Í§@¥Î¡C","Diagnostic System Host","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","59148","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","¨ó§U©è¿m¥Hºô¸ô³q°T¨ó©w¤¤¤wª¾»P·sµo²{ªº®zÂI¬°¥Ø¼Ð¦Óµo°Êªº¤J«I§ðÀ»","Microsoft Defender Antivirus Network Inspection Service","Normal",""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23070.1004-0\NisSrv.exe"","4560","Own Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WebClient","WebClient","Åý Windows µ{¦¡¥i«Ø¥ß¡B¦s¨ú¤Î­×§ïºô»Úºô¸ôÀÉ®×¡C¦pªG¦¹ªA°È°±¤î¡A³o¨Ç¥\¯à±NµLªk¨Ï¥Î¡C¦pªG¦¹ªA°È°±¥Î¡A©Ò¦³©ú½T¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","WebClient","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"Wecsvc","Windows Event Collector","¦¹ªA°ÈºÞ²z¤ä´© WS-Management ³q°T¨ó©w¤§»·ºÝ¨Ó·½¨Æ¥óªº«ùÄò­q¾\¡C³o¥]¬A Windows Vista ¨Æ¥ó°O¿ýÀÉ¡BµwÅé»P±Ò¥Î IPMI ªº¨Æ¥ó¨Ó·½¡C¦¹ªA°È·|±NÂà°eªº¨Æ¥óÀx¦s¦b¥»¾÷¨Æ¥ó°O¿ýÀÉ¤¤¡C¦pªG¦¹ªA°È°±¤î©Î°±¥Î¡A±NµLªk«Ø¥ß¨Æ¥ó­q¾\¡A¤]µLªk±µ¨üÂà°eªº¨Æ¥ó¡C","Windows Event Collector","Normal","C:\Windows\system32\svchost.exe -k NetworkService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WEPHOSTSVC","Windows Encryption Provider Host Service","Windows ¥[±K´£¨ÑªÌ¥D¾÷ªA°È·|±N¨Ó¦Û¨ó¤O¼t°Ó¥[±K´£¨ÑªÌªº¥[±K¬ÛÃö¥\¯à¡A¥ò¤¶µ¹»Ý­nµû¦ô¨Ã®M¥Î EAS ­ì«hªºµ{§Ç¡C±N¦¹°±¤î¡A±N·|¯}Ãa³s½uªº¶l¥ó±b¤á¤w«Ø¥ßªº EAS ¦X³W©ÊÀË¬d","Windows Encryption Provider Host Service","Normal","C:\Windows\system32\svchost.exe -k WepHostSvcGroup","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wercplsupport","Problem Reports Control Panel Support","³o­ÓªA°È¯à¬° [°ÝÃD³ø§i] ±±¨î¥x´£¨ÑÀËµø¡B¶Ç°e©M§R°£¨t²Î¼h¯Å°ÝÃD³ø§iªº¤ä´©¡C","Problem Reports Control Panel Support","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WerSvc","Windows Error Reporting Service","¦bµ{¦¡°±¤î¹B§@©Î°±¤î¦^À³®É¡A¤¹³\¦^³ø¿ù»~¡A¨Ã¥B¤¹³\¶Ç»¼²{¦³ªº¸Ñ¨M¤è®×¡C¦¹¥~¡A¤]¤¹³\²£¥Í¥Î©ó¶EÂ_»P­×´_ªA°Èªº°O¿ýÀÉ¡C¦pªG¦¹ªA°È¤w°±¤î¡A¿ù»~³ø§i´N¥i¯àµLªk¥¿±`¹B§@¡A¨Ã¥B¥i¯à¦]¦¹µLªkÅã¥Ü¶EÂ_ªA°È¤Î­×´_ªºµ²ªG¡C","Windows Error Reporting Service","Ignore","C:\Windows\System32\svchost.exe -k WerSvcGroup","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WFDSConMgrSvc","Wi-Fi Direct ªA°È³s½uºÞ²z­ûªA°È","ºÞ²zµL½uªA°È (¥]¬AµL½uÅã¥Ü¾¹»PÂX¥R®y) ³s½u¡C","Wi-Fi Direct ªA°È³s½uºÞ²z­ûªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WiaRpc","Still Image Acquisition Events","±Ò°Ê»PÀRºA¼v¹³Â^¨ú¨Æ¥óÃöÁpªºÀ³¥Îµ{¦¡¡C","Still Image Acquisition Events","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WinDefend","Microsoft Defender Antivirus Service","¨ó§U¨Ï¥ÎªÌ¨¾¨î´c·Nµ{¦¡½X¤Î¨ä¥L¼ç¦b©U§£³nÅé","Microsoft Defender Antivirus Service","Normal",""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23070.1004-0\MsMpEng.exe"","3104","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","WinHTTP ·|¹ê§@¥Î¤áºÝ HTTP °ïÅ|¨Ã´£¨Ñ¶}µo¤H­û Win32 API ¤Î COM ¦Û°Ê¤Æ¤¸¥ó¨Ó¶Ç°e HTTP ­n¨D¤Î±µ¦¬¦^À³¡C¦¹¥~¡AWinHTTP ³z¹L¹ê§@ Web Proxy Auto-Discovery (WPAD) ³q°T¨ó©w¡A´£¨Ñ¦Û°Ê±´¯Á Proxy ³]©wªº¤ä´©¡C","WinHTTP Web Proxy Auto-Discovery Service","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","4364","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"Winmgmt","Windows Management Instrumentation","´£¨Ñ¤½¥Î¤¶­±¤Îª«¥ó¼Ò«¬¡A¥H¦s¨ú¦³Ãö§@·~¨t²Î¡B¸Ë¸m¡BÀ³¥Îµ{¦¡¤ÎªA°ÈªººÞ²z¸ê°T¡C¦pªG³o­ÓªA°È¤w°±¤î¡A¤j¦h¼Æªº Windows ³nÅé±NµLªk¥¿±`¹B§@¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","Windows Management Instrumentation","Ignore","C:\Windows\system32\svchost.exe -k netsvcs -p","2764","Share Process","Running","Auto","localSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WinRM","Windows Remote Management (WS-Management)","Windows »·ºÝºÞ²z (WinRM) ªA°È¬°»·ºÝºÞ²z¹ê§@ WS-Management ³q°T¨ó©w¡CWS-Management ¾A¥Î©ó»·ºÝ³nÅé»PµwÅéºÞ²zªº¼Ð·Ç Web ªA°È³q°T¨ó©w¡CWinRM ªA°È·|±µÅ¥¨Ã³B²zºô¸ô¤Wªº WS-Management ­n¨D¡C¥²¶·¨Ï¥Î winrm.cmd ©R¥O¦C¤u¨ã©Î³z¹L¸s²Õ­ì«h¨Ó³]©w WinRM ªA°È·f°t±µÅ¥µ{¦¡¡A¥¦¤~¯à±µÅ¥ºô¸ô¤Wªº­n¨D¡CWinRM ªA°È´£¨Ñ WMI ¸ê®Æªº¦s¨ú¡A¨Ã¯à¦¬¶°¨Æ¥ó¸ê®Æ¡C¥²¶·°õ¦æ¦¹ªA°È¡A¹ï©ó¨Æ¥óªº¨Æ¥ó¦¬¶°»P­q¾\¤~¯à¹B§@¡CWinRM °T®§¨Ï¥Î HTTP »P HTTPS ¨Ó¶i¦æ¶Ç¿é¡CWinRM ªA°È¤£»Ý¨Ì¿à IIS¡A¦ý¥¦ªº¹w¥ý³]©w·|¦b¬Û¦Pªº¹q¸£¤W»P IIS ¦@¥Î¬Û¦Pªº³s±µ°ð¡CWinRM ªA°È«O¯d /wsman URL ­º½X¡C¬°Á×§K»P IIS ½Ä¬ð¡A¨t²ÎºÞ²z­ûÀ³¸Ó½T©w IIS ¤W°õ¦æªº©Ò¦³ºô¯¸³£¤£·|¨Ï¥Î /wsman URL ­º½X¡C","Windows Remote Management (WS-Management)","Normal","C:\Windows\System32\svchost.exe -k NetworkService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wisvc","Windows ´ú¸Õ¤H­ûªA°È","´£¨Ñ Windows ´ú¸Õ¤H­û­pµeªº°òÂ¦µ²ºc¤ä´©¡A¦¹ªA°È¥²¶·«O«ù±Ò¥Î¡AWindows ´ú¸Õ¤H­û­pµe¤~¦³§@¥Î¡C","Windows ´ú¸Õ¤H­ûªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WlanSvc","WLAN AutoConfig","WLANSVC ªA°È´£¨Ñ¥²­nªºÅÞ¿è¡A¥i¥H¨Ì¾Ú IEEE 802.11 ¼Ð·Ç©w¸qªº¤è¦¡³]©w¡B±´¯Á¡B³s½u¨ì©M¤¤Â_µL½u°Ï°ìºô¸ô (WLAN) ªº³s½u¡C¤]¥]§t±N¹q¸£Âà´«¦Ü³nÅé¦s¨úÂIªºÅÞ¿è¡AÅý¨ä¥L¸Ë¸m©Î¹q¸£¥i¥H¨Ï¥Î¤ä´©³oºØ¥\¯àªº WLAN ¤¶­±¥d¥HµL½u¤è¦¡³s½u¨ì¹q¸£¡C°±¤î©Î°±¥Î WLANSVC ªA°È«h·|µLªk±q Windows ºô¸ô UI ¦s¨ú¹q¸£¤Wªº©Ò¦³ WLAN ¤¶­±¥d¡C¦pªG¹q¸£§t¦³ WLAN ¤¶­±¥d¡A±j¯P«ØÄ³°õ¦æ WLANSVC ªA°È¡C","WLAN AutoConfig","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wlidsvc","Microsoft Account Sign-in Assistant","¥iÅý¨Ï¥ÎªÌ³z¹L Microsoft ±b¤á¨­¤ÀÃÑ§OªA°Èµn¤J¡C¦pªG¦¹ªA°È¤w°±¤î¡A¨Ï¥ÎªÌ±NµLªk¨Ï¥Î¥L­Ìªº Microsoft ±b¤áµn¤J¹q¸£¡C","Microsoft Account Sign-in Assistant","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wlpasvc","¥»¾÷³]©wÀÉ§U²z­ûªA°È","¦¹ªA°È¬°­q¾\ªÌ¨­¤ÀÃÑ§O¼Ò²Õ´£¨Ñ³]©wÀÉºÞ²z¥\¯à","¥»¾÷³]©wÀÉ§U²z­ûªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WManSvc","Windows ºÞ²zªA°È","°õ¦æºÞ²z¡A¥]¬A§G«Ø©Mµù¥U¬¡°Ê","Windows ºÞ²zªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"wmiApSrv","WMI Performance Adapter","´£¨Ñ¨Ó¦Û Windows Management Instrumentation (WMI) ´£¨ÑªÌªº®Ä¯àµ{¦¡®w¸ê°Tµ¹ºô¸ô¤Wªº¥Î¤áºÝ¡C¥u¦³¦b±Ò¥Î®Ä¯à¸ê®Æ¨ó§Uµ{¦¡®É¡A³o­ÓªA°È¤~·|°õ¦æ¡C","WMI Performance Adapter","Normal","C:\Windows\system32\wbem\WmiApSrv.exe","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WMPNetworkSvc","Windows Media Player Network Sharing Service","»P¨ä¥Lºô¸ô¼½©ñµ{¦¡©M¨Ï¥Î³q¥ÎÀH´¡§Y¥Îªº´CÅé¸Ë¸m¦@¥Î Windows Media Player ´CÅéÂd","Windows Media Player Network Sharing Service","Normal",""C:\Program Files\Windows Media Player\wmpnetwk.exe"","0","Own Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"workfolderssvc","Work Folders","¦¹ªA°È·|»P¡u¤u§@¸ê®Æ§¨¡v¦øªA¾¹¦P¨BÀÉ®×¡AÅý±z¥i¥H¦b¥ô¦ó¤w³]©w¡u¤u§@¸ê®Æ§¨¡vªº¹q¸£©M¸Ë¸m¤W¨Ï¥ÎÀÉ®×¡C","Work Folders","Normal","C:\Windows\System32\svchost.exe -k LocalService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WpcMonSvc","®aªøºÊÅ@","°w¹ï Windows ¤¤ªº¤l¤k±b¤á±j¨î°õ¦æ®aªøºÊÅ@¡C¦pªG¤w°±¤î©Î°±¥Î¦¹ªA°È¡A¥i¯à´NµLªk±j¨î°õ¦æ®aªøºÊÅ@¡C","®aªøºÊÅ@","Normal","C:\Windows\system32\svchost.exe -k LocalService","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WPDBusEnum","Portable Device Enumerator Service","±j¨î¨ø°£¦¡¤j«¬¦s©ñ¸Ë¸m¨Ï¥Î¸s²Õ­ì«h¡C¥iÅý Windows Media Player ¤Î¼v¹³¶×¤JºëÆFµ¥À³¥Îµ{¦¡¡A±o¥H¨Ï¥Î¨ø°£¦¡¤j«¬¦s©ñ¸Ë¸m¡A¨Ó¶Ç¿é¨Ã¦P¨B³B²z¤º®e¡C","Portable Device Enumerator Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WpnService","Windows ±À¼½³qª¾¨t²ÎªA°È","¦¹ªA°È¬O¦b¤u§@¶¥¬q 0 °õ¦æ¨Ã¸Ë¸ü³qª¾¥­¥x»P³s½u´£¨ÑªÌ (­t³d³B²z¸Ë¸m»P WNS ¦øªA¾¹¤§¶¡ªº³s½u)¡C","Windows ±À¼½³qª¾¨t²ÎªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","2936","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"wscsvc","Security Center","WSCSVC (Windows ¦w¥þ©Ê¤¤¤ß) ªA°È·|ºÊµø©M³ø§i¹q¸£¤Wªº¦w¥þ©Ê°·±d±¡ªp³]©w¡C°·±d±¡ªp³]©w¥]¬A¨¾¤õÀð (¶}±Ò/Ãö³¬)¡B¨¾¬r (¶}±Ò/Ãö³¬/¹L´Á)¡B¤Ï¶¡¿Ò¥\¯à (¶}±Ò/Ãö³¬/¹L´Á)¡AWindows Update (¦Û°Ê/¤â°Ê¤U¸ü©M¦w¸Ë§ó·s)¡B¨Ï¥ÎªÌ±b¤á±±¨î (¶}±Ò/Ãö³¬) ¥H¤Îºô»Úºô¸ô³]©w («ØÄ³/¤£«ØÄ³)¡C¦¹ªA°È´£¨Ñ COM API¡A¥i¨Ñ¿W¥ß³nÅé¼t°Ó¥Î¨Ó¦V¦w¥þ©Ê¤¤¤ßªA°Èµù¥U©M°O¿ý¨ä²£«~ªºª¬ºA¡C¦w¥þ©Ê»PºûÅ@ (AC) UI ¨Ï¥Î¦¹ªA°È¦b [¦w¥þ©Ê»PºûÅ@] ±±¨î¥x¤¤´£¨Ñ¨t²Î§XÄµ¥Ü¥H¤Î¦w¥þ©Ê°·±d±¡ªpª¬ºAªº¹Ï§ÎÀËµø¡Cºô¸ô¦s¨ú«OÅ@ (NAP) ¨Ï¥Î¦¹ªA°È¨Ó¦V NAP ºô¸ô­ì«h¦øªA¾¹³ø§i¥Î¤áºÝªº¦w¥þ©Ê°·±d±¡ªpª¬ºA¡A¥H°µ¥Xºô¸ô¹jÂ÷¨Mµ¦¡C¦¹ªA°È¤]¨ã¦³¤½¥Î API¡A¤¹³\¥~³¡¨ú¥ÎªÌ¥Hµ{¦¡³]­pªº¤è¦¡Â^¨ú¨t²Îªº·JÁ`¦w¥þ©Ê°·±d±¡ªpª¬ºA¡C","Security Center","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","2188","Share Process","Running","Auto","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"WSearch","Windows Search","´£¨ÑÀÉ®×¡B¹q¤l¶l¥ó©M¨ä¥L¤º®eªº¤º®e¯Á¤Þ¡B¤º®e§Ö¨ú©M·j´Mµ²ªG¡C","Windows Search","Normal","C:\Windows\system32\SearchIndexer.exe /Embedding","4212","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"wuauserv","Windows Update","±Ò¥Î°»´ú¡B¤U¸ü¨Ã¦w¸Ë Windows ©Î¨ä¥Lµ{¦¡ªº§ó·s¡C¦pªG°±¥Î¦¹ªA°È¡A³o³¡¹q¸£ªº¨Ï¥ÎªÌ±NµLªk¨Ï¥Î Windows Update ©Î¨ä¦Û°Ê§ó·s¥\¯à¡C¦Ó¥Bµ{¦¡±NµLªk¨Ï¥Î Windows Update Agent (WUA) API¡C","Windows Update","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"WwanSvc","WWAN AutoConfig","³o­ÓªA°È³z¹L¦Û°Ê³]©wºô¸ô¡AºÞ²z¦æ°Ê¼eÀW (GSM & CDMA) ¼Æ¾Ú¥d/¤º´O¦¡¼Ò²Õ¤¶­±¥d©M³s½u¡C±j¯P«ØÄ³«ùÄò°õ¦æ³o­ÓªA°È¡A¥HÀò±o¦æ°Ê¼eÀW¸Ë¸mªº³Ì¨Î¨Ï¥ÎªÌÅéÅç¡C","WWAN AutoConfig","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"XblAuthManager","Xbox Live ÅçÃÒºÞ²z­û","´£¨Ñ»P Xbox Live ¤¬°ÊªºÅçÃÒ©M±ÂÅvªA°È¡C¦pªG¦¹ªA°È°±¤î¡A¦³¨ÇÀ³¥Îµ{¦¡¥i¯àµLªk¥¿±`¹B§@¡C","Xbox Live ÅçÃÒºÞ²z­û","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"XblGameSave","Xbox Live ¹CÀ¸Àx¦s","¦¹ªA°È·|¦P¨B Xbox Live ¤w±Ò¥ÎÀx¦sªº¹CÀ¸Àx¦s¸ê®Æ¡C¦pªG¦¹ªA°È°±¤î¡A¹CÀ¸Àx¦s¸ê®Æ±N¤£·|¤W¶Ç¦Ü©Î±q Xbox Live ¤¤¤U¸ü¡C","Xbox Live ¹CÀ¸Àx¦s","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"XboxGipSvc","Xbox Accessory Management Service","This service manages connected Xbox Accessories.","Xbox Accessory Management Service","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"XboxNetApiSvc","Xbox Live ºô¸ôªA°È","¦¹ªA°È¤ä´© Windows.Networking.XboxLive À³¥Îµ{¦¡¶}µo¤¶­±¡C","Xbox Live ºô¸ôªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"AarSvc_10ac243","Agent Activation Runtime_10ac243","Runtime for activating conversational agent applications","Agent Activation Runtime_10ac243","Normal","C:\Windows\system32\svchost.exe -k AarSvcGroup -p","0","Unknown","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"BcastDVRUserService_10ac243","GameDVR ¤Îª½¼½¨Ï¥ÎªÌªA°È_10ac243","³o¶µ¨Ï¥ÎªÌªA°È·|¥Î©ó¹CÀ¸¿ý¼v©M§Y®Éª½¼½","GameDVR ¤Îª½¼½¨Ï¥ÎªÌªA°È_10ac243","Normal","C:\Windows\system32\svchost.exe -k BcastDVRUserService","0","Unknown","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS"
