"pid","process_name","parent_pid","processcreatetime","process_path","process_command","user_name","digitalsignature","productname","fileversion","filedescription","companyname","priority"
ï»¿"2792","svchost.exe","656","1691580721","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k utcsvc -p","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"2820","sqlwriter.exe","656","1691580721","C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe",""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe"","SYSTEM","Microsoft Corporation","Microsoft SQL Server","2011.0110.2100.060 ((SQL11_RTM).120210-1917 )","SQL Server VSS Writer - 64 Bit","Microsoft Corporation","NORMAL"
ï»¿"2832","vcpkgsrv.exe","3452","1691723667","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {0FB59AC7-CAA5-42E7-BD52-76AA7B2CACBF} -p 3452 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"2904","svchost.exe","656","1691580721","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"2936","svchost.exe","656","1691580721","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s WpnService","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"2992","vmtoolsd.exe","656","1691580721","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe",""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"","SYSTEM","VMware, Inc.","VMware Tools","10.3.10.10540","VMware Tools Core Service","VMware, Inc.","HIGH"
ï»¿"3000","VGAuthService.exe","656","1691580721","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe",""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"","SYSTEM","VMware, Inc.","VMware Guest Authentication","10.3.10.48871","VMware Guest Authentication Service","VMware, Inc.","NORMAL"
ï»¿"3004","ServiceHub.ThreadedWaitDialog.exe","6172","1691647207","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.ThreadedWaitDialog.exe"," ","test","Microsoft Corporation","ServiceHub.Host.CLR.x86","2.8.1021.41932","ServiceHub.ThreadedWaitDialog.exe","Microsoft","NORMAL"
ï»¿"3020","svchost.exe","656","1691580721","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k NetSvcs -p -s iphlpsvc","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3048","svchost.exe","656","1691580721","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalService -p -s WdiServiceHost","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3104","MsMpEng.exe","656","1691580721"," "," "," "," "," "," "," "," "," "
ï»¿"3176","svchost.exe","656","1691580722","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s LanmanServer","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3240","dwm.exe","5096","1691646338","C:\Windows\System32\dwm.exe",""dwm.exe"","DWM-2"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","®à­±µøµ¡ºÞ²z­û","Microsoft Corporation","HIGH"
ï»¿"3288","svchost.exe","656","1691580722","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k netsvcs","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3312","svchost.exe","656","1691598475","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s lfsvc","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3316","svchost.exe","656","1691646354","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService","test","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3324","taskhostw.exe","1784","1691646355","C:\Windows\System32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows ¤u§@ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3452","devenv.exe","5476","1691647199","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe",""C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe" "C:\Users\test\Downloads\onlinesearch\onlinesearch\OnlineSearch.sln"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.11.33801.447 built by: D16.11","Microsoft Visual Studio 2019","Microsoft Corporation","NORMAL"
ï»¿"3564","dllhost.exe","656","1691580736","C:\Windows\System32\dllhost.exe","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","SYSTEM","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.546 (WinBuild.160101.0800)","COM Surrogate","Microsoft Corporation","NORMAL"
ï»¿"3716","svchost.exe","656","1691580725","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3756","svchost.exe","656","1691646355","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"3792","Code.exe","10236","1691743396","C:\Users\test\AppData\Local\Programs\Microsoft VS Code\Code.exe"," ","test","Microsoft Corporation","Visual Studio Code","1.80.1","Visual Studio Code","Microsoft Corporation","NORMAL"
ï»¿"3992","RuntimeBroker.exe","808","1691646527","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.746 (WinBuild.160101.0800)","Runtime Broker","Microsoft Corporation","NORMAL"
ï»¿"4008","msedge.exe","7364","1691732827","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe",""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=2176 --field-trial-handle=2180,i,8901522426441626875,2559456068271332651,262144 /prefetch:2","test","Microsoft Corporation","Microsoft Edge","115.0.1901.200","Microsoft Edge","Microsoft Corporation","ABOVE_NORMAL"
ï»¿"4032","WmiPrvSE.exe","808","1691580738","C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\system32\wbem\wmiprvse.exe","NETWORK SERVICE"," ","MicrosoftR WindowsR Operating System","10.0.19041.546 (WinBuild.160101.0800)","WMI Provider Host","Microsoft Corporation","NORMAL"
ï»¿"4112","svchost.exe","656","1691580740","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalService -p -s LicenseManager","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4180","msdtc.exe","656","1691580741","C:\Windows\System32\msdtc.exe","C:\Windows\System32\msdtc.exe","NETWORK SERVICE"," ","MicrosoftR WindowsR Operating System","2001.12.10941.16384 (WinBuild.160101.0800)","Microsoft ¤À´²¦¡¥æ©ö¨ó½Õ¾¹ªA°È","Microsoft Corporation","NORMAL"
ï»¿"4192","conhost.exe","7500","1691647205","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","test"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","¥D±±¥xµøµ¡¥D¾÷","Microsoft Corporation","NORMAL"
ï»¿"4208","WUDFHost.exe","656","1691646338","C:\Windows\System32\WUDFHost.exe"," ","LOCAL SERVICE"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows ÅX°Êµ{¦¡°òÂ¦ - ¨Ï¥ÎªÌ¼Ò¦¡ÅX°Êµ{¦¡¬[ºc¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4212","SearchIndexer.exe","656","1691580864","C:\Windows\System32\SearchIndexer.exe","C:\Windows\system32\SearchIndexer.exe /Embedding","SYSTEM"," ","WindowsR Search","7.0.19041.3203 (WinBuild.160101.0800)","Microsoft Windows Search ¯Á¤Þ¤l","Microsoft Corporation","NORMAL"
ï»¿"4364","svchost.exe","656","1691639226","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4416","svchost.exe","656","1691646341","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -s ScDeviceEnum","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4424","powershell.exe","5772","1691650350","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","test"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows PowerShell","Microsoft Corporation","NORMAL"
ï»¿"4516","svchost.exe","656","1691580863","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s UsoSvc","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4560","NisSrv.exe","656","1691580752"," "," "," "," "," "," "," "," "," "
ï»¿"4688","svchost.exe","656","1691580847","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalService -p -s CDPSvc","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4712","CodeSetup-stable-6c3e3dba23e8fadc360aed75ce363ba185c49794.tmp","13784","1691743443","C:\Users\test\AppData\Local\Temp\is-PL82Q.tmp\CodeSetup-stable-6c3e3dba23e8fadc360aed75ce363ba185c49794.tmp",""C:\Users\test\AppData\Local\Temp\is-PL82Q.tmp\CodeSetup-stable-6c3e3dba23e8fadc360aed75ce363ba185c49794.tmp" /SL5="$1201D4,92319961,828416,C:\Users\test\AppData\Local\Temp\vscode-stable-user-x64\CodeSetup-stable-6c3e3dba23e8fadc360aed75ce363ba185c49794.exe" /verysilent /log /update="C:\Users\test\AppData\Local\Temp\vscode-stable-user-x64\CodeSetup-stable-6c3e3dba23e8fadc360aed75ce363ba185c49794.flag" /nocloseapplications /mergetasks=runcode,!desktopicon,!quicklaunchicon","test","Microsoft Corporation","Visual Studio Code                                          ","51.1052.0.0","Setup/Uninstall","Microsoft Corporation                                       ","NORMAL"
ï»¿"4740","vcpkgsrv.exe","5744","1691736731","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {F56620B8-BADA-4644-BB60-5916E2E37A2D} -p 5744 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"4848","svchost.exe","656","1691580762","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV","LOCAL SERVICE","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"4964","vcpkgsrv.exe","3452","1691650057","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {31FB89D5-D024-4CAF-9918-39364FE3B7A0} -p 3452 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"4972","svchost.exe","656","1691580853","C:\Windows\system32\svchost.exe"," "," ","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation"," "
ï»¿"5048","UserOOBEBroker.exe","808","1691647006","C:\Windows\System32\oobe\UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding","test"," ","MicrosoftR WindowsR Operating System","10.0.19041.2486 (WinBuild.160101.0800)","User OOBE Broker","Microsoft Corporation","NORMAL"
ï»¿"5096","winlogon.exe","452","1691646337","C:\Windows\System32\winlogon.exe","winlogon.exe","SYSTEM"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows µn¤JÀ³¥Îµ{¦¡","Microsoft Corporation","HIGH"
ï»¿"5100","Microsoft.Photos.exe","808","1691648156","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10070.17002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe",""C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10070.17002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe" -ServerName:App.AppXzst44mncqdg84v7sv6p7yznqwssy6f7f.mca","test"," "," "," "," "," ","NORMAL"
ï»¿"5108","ServiceHub.Host.CLR.x64.exe","8128","1691646873","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x64\ServiceHub.Host.CLR.x64.exe"," ","test","Microsoft Corporation","ServiceHub.Host.CLR.x64","2.8.1021.41932","ServiceHub.Host.CLR.x64","Microsoft","NORMAL"
ï»¿"5116","svchost.exe","656","1691581080","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k netsvcs -p","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"5236","ctfmon.exe","3756","1691646356","C:\Windows\System32\ctfmon.exe",""ctfmon.exe"","test"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","CTF ¸ü¤Jµ{¦¡","Microsoft Corporation","HIGH"
ï»¿"5384","ServiceHub.TestWindowStoreHost.exe","8128","1691650893","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.AnyCPU\ServiceHub.TestWindowStoreHost.exe"," ","test","Microsoft Corporation","ServiceHub.Host.CLR","2.8.1021.41932","ServiceHub.TestWindowStoreHost.exe","Microsoft","NORMAL"
ï»¿"5476","explorer.exe","5416","1691646357","C:\Windows\explorer.exe","C:\Windows\Explorer.EXE","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows ÀÉ®×Á`ºÞ","Microsoft Corporation","NORMAL"
ï»¿"5532","svchost.exe","656","1691646377","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc","test","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"5744","devenv.exe","5476","1691646639","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe",""C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe" "C:\james\eDetectorWindowsAgent_VS2019\Agent_VS2019.sln"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.11.33801.447 built by: D16.11","Microsoft Visual Studio 2019","Microsoft Corporation","NORMAL"
ï»¿"5772","WindowsTerminal.exe","5476","1691650349","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.17.11461.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe",""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.17.11461.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe" ","test","Microsoft Corporation"," "," "," "," ","NORMAL"
ï»¿"5836","svchost.exe","656","1691646361","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","test","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"5872","SearchApp.exe","808","1691647606","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe",""C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.3271 (WinBuild.160101.0800)","Search application","Microsoft Corporation","NORMAL"
ï»¿"5912","svchost.exe","656","1691646363","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo","SYSTEM","Microsoft Windows Publisher","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows Services ªº¥D¾÷³B²zµ{§Ç","Microsoft Corporation","NORMAL"
ï»¿"5964","vcpkgsrv.exe","3452","1691662051","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {576DFAC0-37D7-4624-B754-8216E212650B} -p 3452 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"6052","VcxprojReader.exe","3452","1691647205","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VcxprojReader.exe",""C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VcxprojReader.exe" /DataBase:"C:\Users\test\Downloads\onlinesearch\onlinesearch\.vs\OnlineSearch\v16\Solution.VC.db" /Pipe:"VcxprojReader{C4BFE98B-8BCF-44BD-9FDE-C3C1F4496561}" /WaitForMoreInput /CompletedMessage:WaitingForInput... /v:m","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447","VcxprojReader.exe","Microsoft Corporation","NORMAL"
ï»¿"6140","Code.exe","10236","1691743408","C:\Users\test\AppData\Local\Programs\Microsoft VS Code\Code.exe"," ","test","Microsoft Corporation","Visual Studio Code","1.80.1","Visual Studio Code","Microsoft Corporation","NORMAL"
ï»¿"6172","Microsoft.ServiceHub.Controller.exe","3452","1691647203","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\controller\Microsoft.ServiceHub.Controller.exe"," ","test","Microsoft Corporation","Microsoft.ServiceHub.Controller","2.8.1021.41932","Microsoft.ServiceHub.Controller","Microsoft","NORMAL"
ï»¿"6244","ServiceHub.VSDetouredHost.exe","6172","1691647204","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.VSDetouredHost.exe"," ","test","Microsoft Corporation","ServiceHub.Host.CLR.x86","2.8.1021.41932","ServiceHub.VSDetouredHost.exe","Microsoft","NORMAL"
ï»¿"6260","msedge.exe","7364","1691732827","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe",""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-TW --service-sandbox-type=service --mojo-platform-channel-handle=2488 --field-trial-handle=2180,i,8901522426441626875,2559456068271332651,262144 /prefetch:8","test","Microsoft Corporation","Microsoft Edge","115.0.1901.200","Microsoft Edge","Microsoft Corporation","NORMAL"
ï»¿"6316","vcpkgsrv.exe","3452","1691724475","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {66763EA4-0E3B-43B1-93C2-81E53BBE02CD} -p 3452 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"6388","powershell.exe","5772","1691651210","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","test"," ","MicrosoftR WindowsR Operating System","10.0.19041.3203 (WinBuild.160101.0800)","Windows PowerShell","Microsoft Corporation","NORMAL"
ï»¿"6456","StartMenuExperienceHost.exe","808","1691646391","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",""C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","test","Microsoft Windows"," "," "," "," ","NORMAL"
ï»¿"6480","TextInputHost.exe","808","1691646391","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe",""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXjd5de1g66v206tj52m9d0dtpppx4cgpn.mca","test"," ","MicrosoftR WindowsR Operating System","121.9202.5630.0"," ","Microsoft Corporation","NORMAL"
ï»¿"6732","RuntimeBroker.exe","808","1691646393","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.746 (WinBuild.160101.0800)","Runtime Broker","Microsoft Corporation","NORMAL"
ï»¿"6744","ServiceHub.Host.CLR.x86.exe","6172","1691647253","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.Host.CLR.x86.exe"," ","test","Microsoft Corporation","ServiceHub.Host.CLR.x86","2.8.1021.41932","ServiceHub.Host.CLR.x86","Microsoft","NORMAL"
ï»¿"6752","dllhost.exe","808","1691650267","C:\Windows\System32\dllhost.exe","C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}","test","Microsoft Windows","MicrosoftR WindowsR Operating System","10.0.19041.546 (WinBuild.160101.0800)","COM Surrogate","Microsoft Corporation","NORMAL"
ï»¿"6780","PerfWatson2.exe","5744","1691646646","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PerfWatson2.exe",""C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PerfWatson2.exe" -p 5744 -version 16 -role 3 {%22IsOptedIn%22:true,%22HostName%22:%22Dev14%22,%22AppInsightsInstrumentationKey%22:%22f144292e-e3b2-4011-ac90-20e5c03fbce5%22,%22AsimovInstrumentationKey%22:%22AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70%22,%22AppId%22:1001,%22UserId%22:%22d63a1180-0e76-4f30-bd02-6a42fd2a9d9b%22,%22Id%22:%2288a08c76-04b1-4384-a192-d404d413143f%22,%22ProcessStartTime%22:638272434397575822}","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447","PerfWatson2.exe","Microsoft Corporation","NORMAL"
ï»¿"6808","vcpkgsrv.exe","5744","1691738497","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe","-q -s {198E43BB-A3E4-470C-A3DC-5B7534D1B0D8} -p 5744 -i IntelliSense -r "C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\VSReliability.dll"","test","Microsoft Corporation","MicrosoftR Visual StudioR","16.0.33801.447 built by: D16.11","Microsoft (R) Visual C++ Package Server","Microsoft Corporation","NORMAL"
ï»¿"6848","Code.exe","10236","1691743407","C:\Users\test\AppData\Local\Programs\Microsoft VS Code\Code.exe"," ","test","Microsoft Corporation","Visual Studio Code","1.80.1","Visual Studio Code","Microsoft Corporation","NORMAL"
