"name","caption","description","displayname","errorcontrol","pathname","creationclassname","servicetype","started","startmode","startname","state","status","systemname","acceptpause","acceptstop"
ï»¿"condrv","Console Driver","Console Driver","Console Driver","Normal","C:\Windows\system32\drivers\condrv.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"CSC","Offline Files Driver","Offline Files Driver","Offline Files Driver","Normal","C:\Windows\system32\drivers\csc.sys","Win32_SystemDriver","Kernel Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"dam","Desktop Activity Moderator Driver","Desktop Activity Moderator Driver","Desktop Activity Moderator Driver","Normal","C:\Windows\system32\drivers\dam.sys","Win32_SystemDriver","Kernel Driver","Stopped","System"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Dfsc","DFS Namespace Client Driver","DFS Namespace Client Driver","DFS Namespace Client Driver","Normal","C:\Windows\system32\Drivers\dfsc.sys","Win32_SystemDriver","File System Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"disk","ºÏºÐÅX°Êµ{¦¡","ºÏºÐÅX°Êµ{¦¡","ºÏºÐÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\disk.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"dmvsc","dmvsc","dmvsc","dmvsc","Normal","C:\Windows\system32\drivers\dmvsc.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"drmkaud","Microsoft Trusted Audio Drivers","Microsoft Trusted Audio Drivers","Microsoft Trusted Audio Drivers","Normal","C:\Windows\system32\drivers\drmkaud.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"DXGKrnl","LDDM Graphics Subsystem","LDDM Graphics Subsystem","LDDM Graphics Subsystem","Ignore","C:\Windows\system32\drivers\dxgkrnl.sys","Win32_SystemDriver","Kernel Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"e1i65x64","Intel(R) PRO/1000 PCI Express Network Connection Driver I","Intel(R) PRO/1000 PCI Express Network Connection Driver I","Intel(R) PRO/1000 PCI Express Network Connection Driver I","Normal","C:\Windows\system32\drivers\e1i65x64.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"ebdrv","QLogic 10 Gigabit Ethernet Adapter VBD","QLogic 10 Gigabit Ethernet Adapter VBD","QLogic 10 Gigabit Ethernet Adapter VBD","Normal","C:\Windows\system32\drivers\evbda.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"EhStorClass","Enhanced Storage Filter Driver","Enhanced Storage Filter Driver","Enhanced Storage Filter Driver","Normal","C:\Windows\system32\drivers\EhStorClass.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"EhStorTcgDrv","¾A¥Î©ó¤ä´© IEEE 1667 ©M TCG ³q°T¨ó©w¤§Àx¦s¸Ë¸mªº Microsoft ÅX°Êµ{¦¡","¾A¥Î©ó¤ä´© IEEE 1667 ©M TCG ³q°T¨ó©w¤§Àx¦s¸Ë¸mªº Microsoft ÅX°Êµ{¦¡","¾A¥Î©ó¤ä´© IEEE 1667 ©M TCG ³q°T¨ó©w¤§Àx¦s¸Ë¸mªº Microsoft ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\EhStorTcgDrv.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"ErrDev","Microsoft Hardware Error Device Driver","Microsoft Hardware Error Device Driver","Microsoft Hardware Error Device Driver","Normal","C:\Windows\system32\drivers\errdev.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"exfat","exFAT File System Driver","exFAT File System Driver","exFAT File System Driver","Normal","C:\Windows\system32\drivers\exfat.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"fastfat","FAT12/16/32 File System Driver","FAT12/16/32 File System Driver","FAT12/16/32 File System Driver","Normal","C:\Windows\system32\drivers\fastfat.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"fdc","ºÏºÐ¤ù±±¨î¾¹ÅX°Êµ{¦¡","ºÏºÐ¤ù±±¨î¾¹ÅX°Êµ{¦¡","ºÏºÐ¤ù±±¨î¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\fdc.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"FileCrypt","FileCrypt","FileCrypt","FileCrypt","Critical","C:\Windows\system32\drivers\filecrypt.sys","Win32_SystemDriver","File System Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"FileInfo","File Information FS MiniFilter","File Information FS MiniFilter","File Information FS MiniFilter","Normal","C:\Windows\system32\drivers\fileinfo.sys","Win32_SystemDriver","File System Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"Filetrace","Filetrace","Filetrace","Filetrace","Normal","C:\Windows\system32\drivers\filetrace.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"flpydisk","³nºÐ¾÷ÅX°Êµ{¦¡","³nºÐ¾÷ÅX°Êµ{¦¡","³nºÐ¾÷ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\flpydisk.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"FltMgr","FltMgr","FltMgr","FltMgr","Critical","C:\Windows\system32\drivers\fltmgr.sys","Win32_SystemDriver","File System Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"FsDepends","File System Dependency Minifilter","File System Dependency Minifilter","File System Dependency Minifilter","Critical","C:\Windows\system32\drivers\FsDepends.sys","Win32_SystemDriver","File System Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"fvevol","BitLocker Drive Encryption Filter Driver","BitLocker Drive Encryption Filter Driver","BitLocker Drive Encryption Filter Driver","Critical","C:\Windows\system32\DRIVERS\fvevol.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"gencounter","Microsoft Hyper-V ²£¥Í­p¼Æ¾¹","Microsoft Hyper-V ²£¥Í­p¼Æ¾¹","Microsoft Hyper-V ²£¥Í­p¼Æ¾¹","Normal","C:\Windows\system32\drivers\vmgencounter.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"genericusbfn","¤@¯ë USB ¥\¯àÃþ§O","¤@¯ë USB ¥\¯àÃþ§O","¤@¯ë USB ¥\¯àÃþ§O","Normal","C:\Windows\system32\DriverStore\FileRepository\genericusbfn.inf_amd64_53931f0ae21d6d2c\genericusbfn.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"GPIOClx0101","Microsoft GPIO Class Extension Driver","Microsoft GPIO Class Extension Driver","Microsoft GPIO Class Extension Driver","Critical","C:\Windows\system32\Drivers\msgpioclx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"GpuEnergyDrv","GPU Energy Driver","GPU Energy Driver","GPU Energy Driver","Normal","C:\Windows\system32\drivers\gpuenergydrv.sys","Win32_SystemDriver","Kernel Driver","Running","System"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"HdAudAddService","Microsoft 1.1 UAA Function Driver for High Definition Audio ªA°È","Microsoft 1.1 UAA Function Driver for High Definition Audio ªA°È","Microsoft 1.1 UAA Function Driver for High Definition Audio ªA°È","Normal","C:\Windows\system32\drivers\HdAudio.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HDAudBus","Microsoft UAA Bus Driver for High Definition Audio","Microsoft UAA Bus Driver for High Definition Audio","Microsoft UAA Bus Driver for High Definition Audio","Normal","C:\Windows\system32\drivers\HDAudBus.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HidBatt","HID UPS ¹q¦ÀÅX°Êµ{¦¡","HID UPS ¹q¦ÀÅX°Êµ{¦¡","HID UPS ¹q¦ÀÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\HidBatt.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HidBth","Microsoft Bluetooth HID Miniport","Microsoft Bluetooth HID Miniport","Microsoft Bluetooth HID Miniport","Ignore","C:\Windows\system32\drivers\hidbth.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hidi2c","Microsoft I2C HID Miniport ÅX°Êµ{¦¡","Microsoft I2C HID Miniport ÅX°Êµ{¦¡","Microsoft I2C HID Miniport ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\hidi2c.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hidinterrupt","¨Ï¥Î´¡Â_¹ê§@ªº HID «ö¶s³q¥ÎÅX°Êµ{¦¡","¨Ï¥Î´¡Â_¹ê§@ªº HID «ö¶s³q¥ÎÅX°Êµ{¦¡","¨Ï¥Î´¡Â_¹ê§@ªº HID «ö¶s³q¥ÎÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\hidinterrupt.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HidIr","Microsoft Infrared HID Driver","Microsoft Infrared HID Driver","Microsoft Infrared HID Driver","Ignore","C:\Windows\system32\drivers\hidir.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hidspi","Microsoft SPI HID Miniport ÅX°Êµ{¦¡","Microsoft SPI HID Miniport ÅX°Êµ{¦¡","Microsoft SPI HID Miniport ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\hidspi.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HidSpiCx","HidSpi KMDF Class Extension","HidSpi KMDF Class Extension","HidSpi KMDF Class Extension","Normal","C:\Windows\system32\drivers\HidSpiCx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HidUsb","Microsoft HID Ãþ§OÅX°Êµ{¦¡","Microsoft HID Ãþ§OÅX°Êµ{¦¡","Microsoft HID Ãþ§OÅX°Êµ{¦¡","Ignore","C:\Windows\system32\drivers\hidusb.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"HpSAMD","HpSAMD","HpSAMD","HpSAMD","Normal","C:\Windows\system32\drivers\HpSAMD.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HTTP","HTTP Service","HTTP Service","HTTP Service","Normal","C:\Windows\system32\drivers\HTTP.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"hvcrash","hvcrash","hvcrash","hvcrash","Normal","C:\Windows\system32\drivers\hvcrash.sys","Win32_SystemDriver","Kernel Driver","Stopped","Disabled"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hvservice","Hypervisor/Virtual Machine Support Driver","Hypervisor/Virtual Machine Support Driver","Hypervisor/Virtual Machine Support Driver","Normal","C:\Windows\system32\drivers\hvservice.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HwNClx0101","Microsoft Hardware Notifications Class Extension Driver","Microsoft Hardware Notifications Class Extension Driver","Microsoft Hardware Notifications Class Extension Driver","Normal","C:\Windows\system32\Drivers\mshwnclx.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hwpolicy","Hardware Policy Driver","Hardware Policy Driver","Hardware Policy Driver","Ignore","C:\Windows\system32\drivers\hwpolicy.sys","Win32_SystemDriver","Kernel Driver","Stopped","Boot"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"hyperkbd","hyperkbd","hyperkbd","hyperkbd","Ignore","C:\Windows\system32\drivers\hyperkbd.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"HyperVideo","HyperVideo","HyperVideo","HyperVideo","Ignore","C:\Windows\system32\drivers\HyperVideo.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"i8042prt","PS/2 Áä½L»P·Æ¹«³s±µ°ðÅX°Êµ{¦¡","PS/2 Áä½L»P·Æ¹«³s±µ°ðÅX°Êµ{¦¡","PS/2 Áä½L»P·Æ¹«³s±µ°ðÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\i8042prt.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"iagpio","Intel §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Intel §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Intel §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\iagpio.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iai2c","Intel(R) §Ç¦C IO I2C ¥D±±¨î¾¹","Intel(R) §Ç¦C IO I2C ¥D±±¨î¾¹","Intel(R) §Ç¦C IO I2C ¥D±±¨î¾¹","Normal","C:\Windows\system32\drivers\iai2c.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_GPIO2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_GPIO2.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_GPIO2_BXT_P","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_GPIO2_BXT_P.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_GPIO2_CNL","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_GPIO2_CNL.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_GPIO2_GLK","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO GPIO ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_GPIO2_GLK.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_I2C","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_I2C.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_I2C_BXT_P","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_I2C_BXT_P.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_I2C_CNL","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_I2C_CNL.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSS2i_I2C_GLK","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Intel(R) §Ç¦C IO I2C ÅX°Êµ{¦¡ v2","Normal","C:\Windows\system32\drivers\iaLPSS2i_I2C_GLK.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSSi_GPIO","Intel(R) §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Intel(R) §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Intel(R) §Ç¦C IO GPIO ±±¨î¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\iaLPSSi_GPIO.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaLPSSi_I2C","Intel(R) §Ç¦C IO I2C ±±¨î¾¹ÅX°Êµ{¦¡","Intel(R) §Ç¦C IO I2C ±±¨î¾¹ÅX°Êµ{¦¡","Intel(R) §Ç¦C IO I2C ±±¨î¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\iaLPSSi_I2C.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaStorAVC","Intel ´¹¤ù²Õ SATA RAID ±±¨î¾¹","Intel ´¹¤ù²Õ SATA RAID ±±¨î¾¹","Intel ´¹¤ù²Õ SATA RAID ±±¨î¾¹","Normal","C:\Windows\system32\drivers\iaStorAVC.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iaStorV","Intel RAID Controller Windows 7","Intel RAID Controller Windows 7","Intel RAID Controller Windows 7","Normal","C:\Windows\system32\drivers\iaStorV.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"ibbus","Mellanox InfiniBand Bus/AL (Filter Driver)","Mellanox InfiniBand Bus/AL (Filter Driver)","Mellanox InfiniBand Bus/AL (Filter Driver)","Normal","C:\Windows\system32\drivers\ibbus.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"IndirectKmd","¶¡±µÅã¥Ü¾¹®Ö¤ß¼Ò¦¡ÅX°Êµ{¦¡","¶¡±µÅã¥Ü¾¹®Ö¤ß¼Ò¦¡ÅX°Êµ{¦¡","¶¡±µÅã¥Ü¾¹®Ö¤ß¼Ò¦¡ÅX°Êµ{¦¡","Ignore","C:\Windows\system32\drivers\IndirectKmd.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"intelide","intelide","intelide","intelide","Critical","C:\Windows\system32\drivers\intelide.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"intelpep","Intel(R) Power Engine Plug-in Driver","Intel(R) Power Engine Plug-in Driver","Intel(R) Power Engine Plug-in Driver","Normal","C:\Windows\system32\drivers\intelpep.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"intelpmax","Intel(R) °ÊºA¸Ë¸m®p­È¹q·½ºÞ²z­ûÅX°Êµ{¦¡","Intel(R) °ÊºA¸Ë¸m®p­È¹q·½ºÞ²z­ûÅX°Êµ{¦¡","Intel(R) °ÊºA¸Ë¸m®p­È¹q·½ºÞ²z­ûÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\intelpmax.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"intelppm","Intel Processor Driver","Intel Processor Driver","Intel Processor Driver","Normal","C:\Windows\system32\drivers\intelppm.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"iorate","ºÏºÐ I/O ³t²v¿z¿ï¾¹ÅX°Êµ{¦¡","ºÏºÐ I/O ³t²v¿z¿ï¾¹ÅX°Êµ{¦¡","ºÏºÐ I/O ³t²v¿z¿ï¾¹ÅX°Êµ{¦¡","Critical","C:\Windows\system32\drivers\iorate.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"IpFilterDriver","IP ¬y¶q¿z¿ï¾¹ÅX°Êµ{¦¡","IP ¬y¶q¿z¿ï¾¹ÅX°Êµ{¦¡","IP ¬y¶q¿z¿ï¾¹ÅX°Êµ{¦¡","Normal","C:\Windows\system32\DRIVERS\ipfltdrv.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"IPMIDRV","IPMIDRV","IPMIDRV","IPMIDRV","Normal","C:\Windows\system32\drivers\IPMIDrv.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"IPNAT","IP Network Address Translator","IP Network Address Translator","IP Network Address Translator","Normal","C:\Windows\system32\drivers\ipnat.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"IPT","IPT","IPT","IPT","Ignore","C:\Windows\system32\drivers\ipt.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"isapnp","isapnp","isapnp","isapnp","Critical","C:\Windows\system32\drivers\isapnp.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"iScsiPrt","iScsiPort ÅX°Êµ{¦¡","iScsiPort ÅX°Êµ{¦¡","iScsiPort ÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\msiscsi.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"ItSas35i","ItSas35i","ItSas35i","ItSas35i","Normal","C:\Windows\system32\drivers\ItSas35i.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"kbdclass","Áä½LÃþ§OÅX°Êµ{¦¡","Áä½LÃþ§OÅX°Êµ{¦¡","Áä½LÃþ§OÅX°Êµ{¦¡","Normal","C:\Windows\system32\drivers\kbdclass.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"kbdhid","Áä½L HID ÅX°Êµ{¦¡","Áä½L HID ÅX°Êµ{¦¡","Áä½L HID ÅX°Êµ{¦¡","Ignore","C:\Windows\system32\drivers\kbdhid.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"kbldfltr","kbldfltr","kbldfltr","kbldfltr","Normal","C:\Windows\system32\drivers\kbldfltr.sys","Win32_SystemDriver","Kernel Driver","Stopped","Manual"," ","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"kdnic","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","Microsoft Kernel Debug Network Miniport (NDIS 6.20)","Normal","C:\Windows\system32\drivers\kdnic.sys","Win32_SystemDriver","Kernel Driver","Running","Manual"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"KSecDD","KSecDD","KSecDD","KSecDD","Critical","C:\Windows\system32\Drivers\ksecdd.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"KSecPkg","KSecPkg","KSecPkg","KSecPkg","Critical","C:\Windows\system32\Drivers\ksecpkg.sys","Win32_SystemDriver","Kernel Driver","Running","Boot"," ","Running","OK","DESKTOP-TC5H5CS","No","Yes"
