"record_id","app_name","app_id","user_name","user_sid","bytes_sent","bytes_recvd","network_adapter","network_adapter_guid","interfaceluid","timestamp"
﻿"399","CryptSvc","256","SYSTEM\NT AUTHORITY","S-1-5-18","893","808","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688169000"
﻿"400","wlidsvc","245","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","8154","9366","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688169000"
﻿"401","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688169000"
﻿"402","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","116251","46807","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"403","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","26487","47495","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"404"," ","1"," "," ","224127","682178","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"405","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","18579","35690","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"406","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","1561","4273","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"407","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","19232","15363","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"408","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","418","570","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"409","system\ipv6 control message","100","SYSTEM\NT AUTHORITY","S-1-5-18","0","86","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"410","Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy","313","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","7412","16312","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"411","lfsvc","334","SYSTEM\NT AUTHORITY","S-1-5-18","1854","4541","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"412","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","180","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"413","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688172600"
﻿"414","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","40549","57223","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"415","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","23065","40739","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"416"," ","1"," "," ","383534","1901679","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"417","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","2632","7692","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"418","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","35876","37486","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"419","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","38086","121013","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"420","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","418","570","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"421","wuauserv","249","SYSTEM\NT AUTHORITY","S-1-5-18","169636","64759","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"422","c:\windows\system32\taskhostw.exe","253","SYSTEM\NT AUTHORITY","S-1-5-18","3743","8524","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"423","c:\windows\system32\mousocoreworker.exe","252","SYSTEM\NT AUTHORITY","S-1-5-18","4172","8495","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"424","wuauserv","249","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","31200","226315","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"425","CryptSvc","256","SYSTEM\NT AUTHORITY","S-1-5-18","893","987","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"426","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","120","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688176200"
﻿"427","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","44870","58355","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"428","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16345","32624","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"429"," ","1"," "," ","156741","665930","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"430","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","1730","4694","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"431","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","22401","14535","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"432","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"433","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","26116","50934","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"434","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","418","570","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"435","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","60","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"436","Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy","923","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","3370","7003","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"437","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102","SYSTEM\NT AUTHORITY","S-1-5-18","7798","10489","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688179920"
﻿"438","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","809","4947","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"439","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","26579","45958","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"440","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","21694","37626","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"441"," ","1"," "," ","118479","505708","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"442","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","25762","50601","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"443","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","418","570","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"444","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","10169","8943","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"445","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"446","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","300","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"447","Dhcp","101","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","1099","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688183520"
﻿"448","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","24403","47406","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"449","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16127","32026","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"450"," ","1"," "," ","134822","706075","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"451","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16654","10377","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"452","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","2038","5008","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"453","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","4052","5230","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"454","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","360","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"455","c:\windows\system32\taskhostw.exe","253","SYSTEM\NT AUTHORITY","S-1-5-18","1668","3475","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"456","Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy","313","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","6641","12237","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"457","c:\windows\system32\mousocoreworker.exe","252","SYSTEM\NT AUTHORITY","S-1-5-18","1934","3421","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"458","CryptSvc","256","SYSTEM\NT AUTHORITY","S-1-5-18","893","809","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"459","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"460","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","26153","45621","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"461","lfsvc","334","SYSTEM\NT AUTHORITY","S-1-5-18","1854","4540","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688187120"
﻿"462","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","26748","49569","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"463","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","371941","151408","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"464"," ","1"," "," ","1066901","68116398","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"465","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","40394","215227","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"466","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","5639","11531","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"467","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","180","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"468","c:\windows\system32\taskhostw.exe","253","SYSTEM\NT AUTHORITY","S-1-5-18","10267","17913","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"469","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","19936","39140","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"470","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","414","566","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"471","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"472","Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy","923","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","3370","7004","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"473","c:\windows\system32\compattelrunner.exe","1027","SYSTEM\NT AUTHORITY","S-1-5-18","938","4329","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"474","wlidsvc","245","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","27100","30930","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"475","WinDefend","340","SYSTEM\NT AUTHORITY","S-1-5-18","4538","3399","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"476","W32Time","1076","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","90","90","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"477","wlidsvc","245","SYSTEM\NT AUTHORITY","S-1-5-18","12100","18302","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"478","wlidsvc","245","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","12093","19576","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"479","LicenseManager","248","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","25473","36831","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"480","c:\windows\system32\taskhostw.exe","253","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","31945","654977","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"481","wisvc","254","SYSTEM\NT AUTHORITY","S-1-5-18","1985","4988","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"482","wlidsvc","245","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","5994","10048","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"483","c:\users\test\appdata\local\microsoft\onedrive\update\onedrivesetup.exe","1077","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","19948","12260","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"484","c:\users\test\appdata\local\microsoft\onedrive\23.122.0611.0001\microsoft.sharepoint.exe","1078","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","5490","15276","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"485","BITS","255","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","398110","16028631","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"486","Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy","313","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","4936","10264","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688190840"
﻿"487","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","69484","67999","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"488","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","31913","61969","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"489","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","300","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"490","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16980","31882","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"491"," ","1"," "," ","238770","5313778","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"492","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","1429","4556","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"493","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","30055","16650","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"494","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","413","566","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"495","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"496","c:\users\test\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe","1093","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16131","15844","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"497","BITS","255","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","37695","846399","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688194440"
﻿"498","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","24556","39184","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"499","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","28716","42170","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"500"," ","1"," "," ","136130","633100","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"501","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","1621","4035","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"502","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","418","570","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"503","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","480","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"504","c:\windows\system32\rundll32.exe","706","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1252","4907","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"505","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","19910","38772","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"506","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","18056","13846","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"507","CryptSvc","256","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","497","437","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"508","wlidsvc","245","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","8154","10879","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688198160"
﻿"509","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","22388","41200","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688201760"
﻿"510"," ","1"," "," ","185489","892488","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688201760"
﻿"511","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","31587","62314","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688201760"
﻿"512","Microsoft.YourPhone_1.23052.121.0_x64__8wekyb3d8bbwe","769","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1535","10909","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688201760"
