"record_id","app_name","app_id","user_name","user_sid","bytes_sent","bytes_recvd","network_adapter","network_adapter_guid","interfaceluid","timestamp"
﻿"1","c:\windows\system32\devicecensus.exe","97","SYSTEM\NT AUTHORITY","S-1-5-18","1202","5057","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"2","AppXSvc","98","SYSTEM\NT AUTHORITY","S-1-5-18","526","3996","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"3","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","608","2676","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"4","system\ipv6 control message","100","SYSTEM\NT AUTHORITY","S-1-5-18","1346","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"5","Dhcp","101","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","1099","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"6","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102","SYSTEM\NT AUTHORITY","S-1-5-18","15054","190340","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"7","NlaSvc","103","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","327","421","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"8","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","340","60","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"9"," ","1"," "," ","25302","1797606","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688073780"
﻿"10","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","2613","7223","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"11","wlidsvc","245","SYSTEM\NT AUTHORITY","S-1-5-18","32913","67164","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"12"," ","1"," "," ","1414825","50842762","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"13","DiagTrack","246"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","4791","31775","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"14","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","6089","9494","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"15","wlidsvc","245"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","6006","9644","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"16","LicenseManager","248","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","269151","396982","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"17","wlidsvc","245","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","12387","17455","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"18","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","108","60","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"19","wuauserv","249","SYSTEM\NT AUTHORITY","S-1-5-18","1538","13847","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"20","WManSvc","250","SYSTEM\NT AUTHORITY","S-1-5-18","5966","3995","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"21","c:\windows\system32\cloudexperiencehostbroker.exe","251","SYSTEM\NT AUTHORITY","S-1-5-18","3462","13775","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"22","Dhcp","101","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","157","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"23","LicenseManager","248"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","3178","6808","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"24","c:\windows\system32\mousocoreworker.exe","252","SYSTEM\NT AUTHORITY","S-1-5-18","2008","4863","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"25","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102","SYSTEM\NT AUTHORITY","S-1-5-18","4787","9394","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"26","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","992987","38770190","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"27","c:\windows\system32\taskhostw.exe","253","SYSTEM\NT AUTHORITY","S-1-5-18","32234","99632","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"28","wisvc","254","SYSTEM\NT AUTHORITY","S-1-5-18","3595","12473","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"29","BITS","255","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","12583","197899","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"30","system\ipv6 control message","100","SYSTEM\NT AUTHORITY","S-1-5-18","180","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"31","LicenseManager","248","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","3232","5309","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"32","CryptSvc","256"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","520","4131","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"33","CryptSvc","256","SYSTEM\NT AUTHORITY","S-1-5-18","807","4581","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688103120"
﻿"34","Spooler","257","SYSTEM\NT AUTHORITY","S-1-5-18","0","0"," "," ","0x0","1688103120"
﻿"35"," ","1"," "," ","61975239","1683090016","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"36","wuauserv","249","SYSTEM\NT AUTHORITY","S-1-5-18","1402024","2190019","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"37","Dhcp","101","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","157","0","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"38","c:\windows\explorer.exe","329"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","2420","12320","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"39","wuauserv","249"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","105258","913342","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"40","c:\windows\system32\smartscreen.exe","330"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","21765","258409","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"41","Microsoft.Windows.CloudExperienceHost_10.0.19041.1266_neutral_neutral_cw5n1h2txyewy","312"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","119717","645589","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"42","wlidsvc","245"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","12629","20487","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"43","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","34456","76653","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"44","system\ipv6 control message","100","SYSTEM\NT AUTHORITY","S-1-5-18","180","172","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"45","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102","SYSTEM\NT AUTHORITY","S-1-5-18","13818","30296","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"46","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","8511","9495","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"47","DsmSvc","331","SYSTEM\NT AUTHORITY","S-1-5-18","116433","75384","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"48","Spooler","257","SYSTEM\NT AUTHORITY","S-1-5-18","0","0"," "," ","0x0","1688106840"
﻿"49","Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy","313","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","144627","1039405","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"50","Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy","333","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1444028","4238571","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"51","c:\windows\explorer.exe","329","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","14378","81596","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"52","lfsvc","334","SYSTEM\NT AUTHORITY","S-1-5-18","1908","4595","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"53","c:\windows\system32\smartscreen.exe","330","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","90544","333406","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"54","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1047424","438184","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"55","wlidsvc","245","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","194663","235271","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"56","DiagTrack","246"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","16871","10761","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"57","DoSvc","335"," ","S-1-5-21-2081973557-1603719640-2355346784-1000","7178","31974","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"58","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","300","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"59","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","9964","14574","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"60","c:\windows\system32\dllhost.exe","336","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1709","3350","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"61","wlidsvc","245","SYSTEM\NT AUTHORITY","S-1-5-18","24129","38003","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"62","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","6807092","136757973","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"63","c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe","102","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","6983","15092","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"64","LicenseManager","248","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","16990","37053","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"65","LicenseManager","248","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","3231","5309","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"66","wuauserv","249","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","59916","78507","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"67","c:\users\test\appdata\local\microsoft\onedrive\onedrive.exe","338","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","17577","144999","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"68","InstallService","339","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","52293","346214","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"69","BITS","255","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","409702","14442232","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"70","WinDefend","340","SYSTEM\NT AUTHORITY","S-1-5-18","198718","47867","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"71","windows.immersivecontrolpanel_10.0.2.1000_neutral_neutral_cw5n1h2txyewy","341","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","18978","26026","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"72","TermService","342","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","37842929","7593410","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"73","Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe","343","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","2645706","3107557","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"74","Microsoft.Windows.CloudExperienceHost_10.0.19041.1266_neutral_neutral_cw5n1h2txyewy","312","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","81250","345315","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"75","ScDeviceEnum","344","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","0","0"," "," ","0x0","1688106840"
﻿"76","CertPropSvc","345","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","0","0"," "," ","0x0","1688106840"
﻿"77","InstallService","339","SYSTEM\NT AUTHORITY","S-1-5-18","118571","1216829","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"78","Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe","346","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","27698","306329","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"79","WpnUserService_db13e","347","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1910","14625","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"80","c:\windows\system32\apphostregistrationverifier.exe","348","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1663","5476","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"81","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","7404757","206385312","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"82","microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe","349","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","7938","8028","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"83","CDPSvc","350","LOCAL SERVICE\NT AUTHORITY","S-1-5-19","9935","15815","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"84","CDPUserSvc_db13e","351","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","57765","57017","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"85","c:\windows\system32\taskhostw.exe","253","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","2304","3971","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"86","c:\windows\system32\taskhostw.exe","253","SYSTEM\NT AUTHORITY","S-1-5-18","6407","4580","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"87","Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c","352","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","71045","132492","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"88","c:\program files\go\bin\go.exe","353","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","572036","15048242","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"89","Microsoft.WindowsTerminal_1.17.11461.0_x64__8wekyb3d8bbwe","354","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","3060","56203","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"90","c:\users\test\appdata\local\temp\go-build3394495356\b001\exe\main.exe","355","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1584","1735","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"91","c:\users\test\appdata\local\programs\microsoft vs code\code.exe","356","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","502269","305726","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"92","Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy","357","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","37729","86991","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"93","c:\windows\syswow64\wermgr.exe","358","SYSTEM\NT AUTHORITY","S-1-5-18","6785","4693","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"94","PythonSoftwareFoundation.Python.3.7_3.7.2544.0_x64__qbz5n2kfra8p0","359","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","19683","568766","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688106840"
﻿"95","CDPUserSvc_db13e","351","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","108","60","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"96","c:\program files (x86)\microsoft\edge\application\msedge.exe","337","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","365396","316475","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"97","TermService","342","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","1982394","736364","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"98"," ","1"," "," ","17018793","8253927","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"99","Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy","333","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","127167","315962","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"100","c:\users\test\appdata\local\temp\go-build3394495356\b001\exe\main.exe","355","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","14118459","237853","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"101","DiagTrack","246","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","279950","57619","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"102","Dnscache","99","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","3900","8485","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"103","Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe","343","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1242","1015","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"104","BITS","255","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","3475","48759","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"105","DoSvc","335","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","36904","138405","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"106","WpnService","247","SYSTEM\NT AUTHORITY","S-1-5-18","1524","1565","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"107","c:\windows\explorer.exe","329","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","2506","17446","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"108","system","104","SYSTEM\NT AUTHORITY","S-1-5-18","0","480","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"109","c:\users\test\appdata\local\programs\microsoft vs code\code.exe","356","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","18945","39539","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"110","WpnUserService_db13e","347","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","1856","12438","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"111","system\ipv6 control message","100","SYSTEM\NT AUTHORITY","S-1-5-18","0","258","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"112","wuauserv","249","test\DESKTOP-TC5H5CS","S-1-5-21-2081973557-1603719640-2355346784-1001","8647","9974","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
﻿"113","DoSvc","335","NETWORK SERVICE\NT AUTHORITY","S-1-5-20","10603","337059","Intel(R) 82574L Gigabit Network Connection","{B189D3B6-104D-401F-AA69-3587ED153A13}","0x6008001000000","1688110560"
